scope,cabinet,card,contour,group,param,topic
cabinet,01,,,Общее,Авто_режим,/Теплица/Досветка/ЩД/01/Общее/Авто_режим
cabinet,01,,,Общее,Напряжение_L1,/Теплица/Досветка/ЩД/01/Общее/Напряжение_L1
cabinet,01,,,Общее,Напряжение_L2,/Теплица/Досветка/ЩД/01/Общее/Напряжение_L2
cabinet,01,,,Общее,Напряжение_L3,/Теплица/Досветка/ЩД/01/Общее/Напряжение_L3
cabinet,01,,,Общее,Частота,/Теплица/Досветка/ЩД/01/Общее/Частота
cabinet,01,,,Общее,Освещённость,/Теплица/Досветка/ЩД/01/Общее/Освещённость
cabinet,01,,,Общее,Температура,/Теплица/Досветка/ЩД/01/Общее/Температура
cabinet,01,,,Общее,Влажность,/Теплица/Досветка/ЩД/01/Общее/Влажность
cabinet,01,,,Общее,ИБП_Состояние_батареи,/Теплица/Досветка/ЩД/01/Общее/ИБП_Состояние_батареи
cabinet,01,,,Общее,ИБП_Заряд_проц,/Теплица/Досветка/ЩД/01/Общее/ИБП_Заряд_проц
card,01,001,LED,Управление,Включено,/Теплица/Досветка/Карта/001/Контур/LED/Управление/Включено
card,01,001,LED,Управление,ШИМ_A,/Теплица/Досветка/Карта/001/Контур/LED/Управление/ШИМ_A
card,01,001,LED,Управление,ШИМ_B,/Теплица/Досветка/Карта/001/Контур/LED/Управление/ШИМ_B
card,01,001,LED,Мощность,Вт,/Теплица/Досветка/Карта/001/Контур/LED/Мощность/Вт
card,01,001,LED,Электрика,Ток_L1,/Теплица/Досветка/Карта/001/Контур/LED/Электрика/Ток_L1
card,01,001,LED,Электрика,Ток_L2,/Теплица/Досветка/Карта/001/Контур/LED/Электрика/Ток_L2
card,01,001,LED,Электрика,Ток_L3,/Теплица/Досветка/Карта/001/Контур/LED/Электрика/Ток_L3
card,01,001,LED,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/001/Контур/LED/Электрика/Коэффициент_мощности
card,01,001,LED,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/001/Контур/LED/Энергия/Прямая_активная_кВтч
card,01,001,HPS,Управление,Включено,/Теплица/Досветка/Карта/001/Контур/HPS/Управление/Включено
card,01,001,HPS,Управление,ШИМ,/Теплица/Досветка/Карта/001/Контур/HPS/Управление/ШИМ
card,01,001,HPS,Мощность,Вт,/Теплица/Досветка/Карта/001/Контур/HPS/Мощность/Вт
card,01,001,HPS,Электрика,Ток_L1,/Теплица/Досветка/Карта/001/Контур/HPS/Электрика/Ток_L1
card,01,001,HPS,Электрика,Ток_L2,/Теплица/Досветка/Карта/001/Контур/HPS/Электрика/Ток_L2
card,01,001,HPS,Электрика,Ток_L3,/Теплица/Досветка/Карта/001/Контур/HPS/Электрика/Ток_L3
card,01,001,HPS,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/001/Контур/HPS/Электрика/Коэффициент_мощности
card,01,001,HPS,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/001/Контур/HPS/Энергия/Прямая_активная_кВтч
card,01,002,LED,Управление,Включено,/Теплица/Досветка/Карта/002/Контур/LED/Управление/Включено
card,01,002,LED,Управление,ШИМ_A,/Теплица/Досветка/Карта/002/Контур/LED/Управление/ШИМ_A
card,01,002,LED,Управление,ШИМ_B,/Теплица/Досветка/Карта/002/Контур/LED/Управление/ШИМ_B
card,01,002,LED,Мощность,Вт,/Теплица/Досветка/Карта/002/Контур/LED/Мощность/Вт
card,01,002,LED,Электрика,Ток_L1,/Теплица/Досветка/Карта/002/Контур/LED/Электрика/Ток_L1
card,01,002,LED,Электрика,Ток_L2,/Теплица/Досветка/Карта/002/Контур/LED/Электрика/Ток_L2
card,01,002,LED,Электрика,Ток_L3,/Теплица/Досветка/Карта/002/Контур/LED/Электрика/Ток_L3
card,01,002,LED,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/002/Контур/LED/Электрика/Коэффициент_мощности
card,01,002,LED,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/002/Контур/LED/Энергия/Прямая_активная_кВтч
card,01,002,HPS,Управление,Включено,/Теплица/Досветка/Карта/002/Контур/HPS/Управление/Включено
card,01,002,HPS,Управление,ШИМ,/Теплица/Досветка/Карта/002/Контур/HPS/Управление/ШИМ
card,01,002,HPS,Мощность,Вт,/Теплица/Досветка/Карта/002/Контур/HPS/Мощность/Вт
card,01,002,HPS,Электрика,Ток_L1,/Теплица/Досветка/Карта/002/Контур/HPS/Электрика/Ток_L1
card,01,002,HPS,Электрика,Ток_L2,/Теплица/Досветка/Карта/002/Контур/HPS/Электрика/Ток_L2
card,01,002,HPS,Электрика,Ток_L3,/Теплица/Досветка/Карта/002/Контур/HPS/Электрика/Ток_L3
card,01,002,HPS,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/002/Контур/HPS/Электрика/Коэффициент_мощности
card,01,002,HPS,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/002/Контур/HPS/Энергия/Прямая_активная_кВтч
card,01,003,LED,Управление,Включено,/Теплица/Досветка/Карта/003/Контур/LED/Управление/Включено
card,01,003,LED,Управление,ШИМ_A,/Теплица/Досветка/Карта/003/Контур/LED/Управление/ШИМ_A
card,01,003,LED,Управление,ШИМ_B,/Теплица/Досветка/Карта/003/Контур/LED/Управление/ШИМ_B
card,01,003,LED,Мощность,Вт,/Теплица/Досветка/Карта/003/Контур/LED/Мощность/Вт
card,01,003,LED,Электрика,Ток_L1,/Теплица/Досветка/Карта/003/Контур/LED/Электрика/Ток_L1
card,01,003,LED,Электрика,Ток_L2,/Теплица/Досветка/Карта/003/Контур/LED/Электрика/Ток_L2
card,01,003,LED,Электрика,Ток_L3,/Теплица/Досветка/Карта/003/Контур/LED/Электрика/Ток_L3
card,01,003,LED,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/003/Контур/LED/Электрика/Коэффициент_мощности
card,01,003,LED,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/003/Контур/LED/Энергия/Прямая_активная_кВтч
card,01,003,HPS,Управление,Включено,/Теплица/Досветка/Карта/003/Контур/HPS/Управление/Включено
card,01,003,HPS,Управление,ШИМ,/Теплица/Досветка/Карта/003/Контур/HPS/Управление/ШИМ
card,01,003,HPS,Мощность,Вт,/Теплица/Досветка/Карта/003/Контур/HPS/Мощность/Вт
card,01,003,HPS,Электрика,Ток_L1,/Теплица/Досветка/Карта/003/Контур/HPS/Электрика/Ток_L1
card,01,003,HPS,Электрика,Ток_L2,/Теплица/Досветка/Карта/003/Контур/HPS/Электрика/Ток_L2
card,01,003,HPS,Электрика,Ток_L3,/Теплица/Досветка/Карта/003/Контур/HPS/Электрика/Ток_L3
card,01,003,HPS,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/003/Контур/HPS/Электрика/Коэффициент_мощности
card,01,003,HPS,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/003/Контур/HPS/Энергия/Прямая_активная_кВтч
cabinet,02,,,Общее,Авто_режим,/Теплица/Досветка/ЩД/02/Общее/Авто_режим
cabinet,02,,,Общее,Напряжение_L1,/Теплица/Досветка/ЩД/02/Общее/Напряжение_L1
cabinet,02,,,Общее,Напряжение_L2,/Теплица/Досветка/ЩД/02/Общее/Напряжение_L2
cabinet,02,,,Общее,Напряжение_L3,/Теплица/Досветка/ЩД/02/Общее/Напряжение_L3
cabinet,02,,,Общее,Частота,/Теплица/Досветка/ЩД/02/Общее/Частота
cabinet,02,,,Общее,Освещённость,/Теплица/Досветка/ЩД/02/Общее/Освещённость
cabinet,02,,,Общее,Температура,/Теплица/Досветка/ЩД/02/Общее/Температура
cabinet,02,,,Общее,Влажность,/Теплица/Досветка/ЩД/02/Общее/Влажность
cabinet,02,,,Общее,ИБП_Состояние_батареи,/Теплица/Досветка/ЩД/02/Общее/ИБП_Состояние_батареи
cabinet,02,,,Общее,ИБП_Заряд_проц,/Теплица/Досветка/ЩД/02/Общее/ИБП_Заряд_проц
card,02,004,LED,Управление,Включено,/Теплица/Досветка/Карта/004/Контур/LED/Управление/Включено
card,02,004,LED,Управление,ШИМ_A,/Теплица/Досветка/Карта/004/Контур/LED/Управление/ШИМ_A
card,02,004,LED,Управление,ШИМ_B,/Теплица/Досветка/Карта/004/Контур/LED/Управление/ШИМ_B
card,02,004,LED,Мощность,Вт,/Теплица/Досветка/Карта/004/Контур/LED/Мощность/Вт
card,02,004,LED,Электрика,Ток_L1,/Теплица/Досветка/Карта/004/Контур/LED/Электрика/Ток_L1
card,02,004,LED,Электрика,Ток_L2,/Теплица/Досветка/Карта/004/Контур/LED/Электрика/Ток_L2
card,02,004,LED,Электрика,Ток_L3,/Теплица/Досветка/Карта/004/Контур/LED/Электрика/Ток_L3
card,02,004,LED,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/004/Контур/LED/Электрика/Коэффициент_мощности
card,02,004,LED,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/004/Контур/LED/Энергия/Прямая_активная_кВтч
card,02,004,HPS,Управление,Включено,/Теплица/Досветка/Карта/004/Контур/HPS/Управление/Включено
card,02,004,HPS,Управление,ШИМ,/Теплица/Досветка/Карта/004/Контур/HPS/Управление/ШИМ
card,02,004,HPS,Мощность,Вт,/Теплица/Досветка/Карта/004/Контур/HPS/Мощность/Вт
card,02,004,HPS,Электрика,Ток_L1,/Теплица/Досветка/Карта/004/Контур/HPS/Электрика/Ток_L1
card,02,004,HPS,Электрика,Ток_L2,/Теплица/Досветка/Карта/004/Контур/HPS/Электрика/Ток_L2
card,02,004,HPS,Электрика,Ток_L3,/Теплица/Досветка/Карта/004/Контур/HPS/Электрика/Ток_L3
card,02,004,HPS,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/004/Контур/HPS/Электрика/Коэффициент_мощности
card,02,004,HPS,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/004/Контур/HPS/Энергия/Прямая_активная_кВтч
card,02,005,LED,Управление,Включено,/Теплица/Досветка/Карта/005/Контур/LED/Управление/Включено
card,02,005,LED,Управление,ШИМ_A,/Теплица/Досветка/Карта/005/Контур/LED/Управление/ШИМ_A
card,02,005,LED,Управление,ШИМ_B,/Теплица/Досветка/Карта/005/Контур/LED/Управление/ШИМ_B
card,02,005,LED,Мощность,Вт,/Теплица/Досветка/Карта/005/Контур/LED/Мощность/Вт
card,02,005,LED,Электрика,Ток_L1,/Теплица/Досветка/Карта/005/Контур/LED/Электрика/Ток_L1
card,02,005,LED,Электрика,Ток_L2,/Теплица/Досветка/Карта/005/Контур/LED/Электрика/Ток_L2
card,02,005,LED,Электрика,Ток_L3,/Теплица/Досветка/Карта/005/Контур/LED/Электрика/Ток_L3
card,02,005,LED,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/005/Контур/LED/Электрика/Коэффициент_мощности
card,02,005,LED,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/005/Контур/LED/Энергия/Прямая_активная_кВтч
card,02,005,HPS,Управление,Включено,/Теплица/Досветка/Карта/005/Контур/HPS/Управление/Включено
card,02,005,HPS,Управление,ШИМ,/Теплица/Досветка/Карта/005/Контур/HPS/Управление/ШИМ
card,02,005,HPS,Мощность,Вт,/Теплица/Досветка/Карта/005/Контур/HPS/Мощность/Вт
card,02,005,HPS,Электрика,Ток_L1,/Теплица/Досветка/Карта/005/Контур/HPS/Электрика/Ток_L1
card,02,005,HPS,Электрика,Ток_L2,/Теплица/Досветка/Карта/005/Контур/HPS/Электрика/Ток_L2
card,02,005,HPS,Электрика,Ток_L3,/Теплица/Досветка/Карта/005/Контур/HPS/Электрика/Ток_L3
card,02,005,HPS,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/005/Контур/HPS/Электрика/Коэффициент_мощности
card,02,005,HPS,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/005/Контур/HPS/Энергия/Прямая_активная_кВтч
card,02,006,LED,Управление,Включено,/Теплица/Досветка/Карта/006/Контур/LED/Управление/Включено
card,02,006,LED,Управление,ШИМ_A,/Теплица/Досветка/Карта/006/Контур/LED/Управление/ШИМ_A
card,02,006,LED,Управление,ШИМ_B,/Теплица/Досветка/Карта/006/Контур/LED/Управление/ШИМ_B
card,02,006,LED,Мощность,Вт,/Теплица/Досветка/Карта/006/Контур/LED/Мощность/Вт
card,02,006,LED,Электрика,Ток_L1,/Теплица/Досветка/Карта/006/Контур/LED/Электрика/Ток_L1
card,02,006,LED,Электрика,Ток_L2,/Теплица/Досветка/Карта/006/Контур/LED/Электрика/Ток_L2
card,02,006,LED,Электрика,Ток_L3,/Теплица/Досветка/Карта/006/Контур/LED/Электрика/Ток_L3
card,02,006,LED,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/006/Контур/LED/Электрика/Коэффициент_мощности
card,02,006,LED,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/006/Контур/LED/Энергия/Прямая_активная_кВтч
card,02,006,HPS,Управление,Включено,/Теплица/Досветка/Карта/006/Контур/HPS/Управление/Включено
card,02,006,HPS,Управление,ШИМ,/Теплица/Досветка/Карта/006/Контур/HPS/Управление/ШИМ
card,02,006,HPS,Мощность,Вт,/Теплица/Досветка/Карта/006/Контур/HPS/Мощность/Вт
card,02,006,HPS,Электрика,Ток_L1,/Теплица/Досветка/Карта/006/Контур/HPS/Электрика/Ток_L1
card,02,006,HPS,Электрика,Ток_L2,/Теплица/Досветка/Карта/006/Контур/HPS/Электрика/Ток_L2
card,02,006,HPS,Электрика,Ток_L3,/Теплица/Досветка/Карта/006/Контур/HPS/Электрика/Ток_L3
card,02,006,HPS,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/006/Контур/HPS/Электрика/Коэффициент_мощности
card,02,006,HPS,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/006/Контур/HPS/Энергия/Прямая_активная_кВтч
card,02,007,LED,Управление,Включено,/Теплица/Досветка/Карта/007/Контур/LED/Управление/Включено
card,02,007,LED,Управление,ШИМ_A,/Теплица/Досветка/Карта/007/Контур/LED/Управление/ШИМ_A
card,02,007,LED,Управление,ШИМ_B,/Теплица/Досветка/Карта/007/Контур/LED/Управление/ШИМ_B
card,02,007,LED,Мощность,Вт,/Теплица/Досветка/Карта/007/Контур/LED/Мощность/Вт
card,02,007,LED,Электрика,Ток_L1,/Теплица/Досветка/Карта/007/Контур/LED/Электрика/Ток_L1
card,02,007,LED,Электрика,Ток_L2,/Теплица/Досветка/Карта/007/Контур/LED/Электрика/Ток_L2
card,02,007,LED,Электрика,Ток_L3,/Теплица/Досветка/Карта/007/Контур/LED/Электрика/Ток_L3
card,02,007,LED,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/007/Контур/LED/Электрика/Коэффициент_мощности
card,02,007,LED,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/007/Контур/LED/Энергия/Прямая_активная_кВтч
card,02,007,HPS,Управление,Включено,/Теплица/Досветка/Карта/007/Контур/HPS/Управление/Включено
card,02,007,HPS,Управление,ШИМ,/Теплица/Досветка/Карта/007/Контур/HPS/Управление/ШИМ
card,02,007,HPS,Мощность,Вт,/Теплица/Досветка/Карта/007/Контур/HPS/Мощность/Вт
card,02,007,HPS,Электрика,Ток_L1,/Теплица/Досветка/Карта/007/Контур/HPS/Электрика/Ток_L1
card,02,007,HPS,Электрика,Ток_L2,/Теплица/Досветка/Карта/007/Контур/HPS/Электрика/Ток_L2
card,02,007,HPS,Электрика,Ток_L3,/Теплица/Досветка/Карта/007/Контур/HPS/Электрика/Ток_L3
card,02,007,HPS,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/007/Контур/HPS/Электрика/Коэффициент_мощности
card,02,007,HPS,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/007/Контур/HPS/Энергия/Прямая_активная_кВтч
cabinet,03,,,Общее,Авто_режим,/Теплица/Досветка/ЩД/03/Общее/Авто_режим
cabinet,03,,,Общее,Напряжение_L1,/Теплица/Досветка/ЩД/03/Общее/Напряжение_L1
cabinet,03,,,Общее,Напряжение_L2,/Теплица/Досветка/ЩД/03/Общее/Напряжение_L2
cabinet,03,,,Общее,Напряжение_L3,/Теплица/Досветка/ЩД/03/Общее/Напряжение_L3
cabinet,03,,,Общее,Частота,/Теплица/Досветка/ЩД/03/Общее/Частота
cabinet,03,,,Общее,Освещённость,/Теплица/Досветка/ЩД/03/Общее/Освещённость
cabinet,03,,,Общее,Температура,/Теплица/Досветка/ЩД/03/Общее/Температура
cabinet,03,,,Общее,Влажность,/Теплица/Досветка/ЩД/03/Общее/Влажность
cabinet,03,,,Общее,ИБП_Состояние_батареи,/Теплица/Досветка/ЩД/03/Общее/ИБП_Состояние_батареи
cabinet,03,,,Общее,ИБП_Заряд_проц,/Теплица/Досветка/ЩД/03/Общее/ИБП_Заряд_проц
card,03,008,LED,Управление,Включено,/Теплица/Досветка/Карта/008/Контур/LED/Управление/Включено
card,03,008,LED,Управление,ШИМ_A,/Теплица/Досветка/Карта/008/Контур/LED/Управление/ШИМ_A
card,03,008,LED,Управление,ШИМ_B,/Теплица/Досветка/Карта/008/Контур/LED/Управление/ШИМ_B
card,03,008,LED,Мощность,Вт,/Теплица/Досветка/Карта/008/Контур/LED/Мощность/Вт
card,03,008,LED,Электрика,Ток_L1,/Теплица/Досветка/Карта/008/Контур/LED/Электрика/Ток_L1
card,03,008,LED,Электрика,Ток_L2,/Теплица/Досветка/Карта/008/Контур/LED/Электрика/Ток_L2
card,03,008,LED,Электрика,Ток_L3,/Теплица/Досветка/Карта/008/Контур/LED/Электрика/Ток_L3
card,03,008,LED,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/008/Контур/LED/Электрика/Коэффициент_мощности
card,03,008,LED,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/008/Контур/LED/Энергия/Прямая_активная_кВтч
card,03,008,HPS,Управление,Включено,/Теплица/Досветка/Карта/008/Контур/HPS/Управление/Включено
card,03,008,HPS,Управление,ШИМ,/Теплица/Досветка/Карта/008/Контур/HPS/Управление/ШИМ
card,03,008,HPS,Мощность,Вт,/Теплица/Досветка/Карта/008/Контур/HPS/Мощность/Вт
card,03,008,HPS,Электрика,Ток_L1,/Теплица/Досветка/Карта/008/Контур/HPS/Электрика/Ток_L1
card,03,008,HPS,Электрика,Ток_L2,/Теплица/Досветка/Карта/008/Контур/HPS/Электрика/Ток_L2
card,03,008,HPS,Электрика,Ток_L3,/Теплица/Досветка/Карта/008/Контур/HPS/Электрика/Ток_L3
card,03,008,HPS,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/008/Контур/HPS/Электрика/Коэффициент_мощности
card,03,008,HPS,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/008/Контур/HPS/Энергия/Прямая_активная_кВтч
card,03,009,LED,Управление,Включено,/Теплица/Досветка/Карта/009/Контур/LED/Управление/Включено
card,03,009,LED,Управление,ШИМ_A,/Теплица/Досветка/Карта/009/Контур/LED/Управление/ШИМ_A
card,03,009,LED,Управление,ШИМ_B,/Теплица/Досветка/Карта/009/Контур/LED/Управление/ШИМ_B
card,03,009,LED,Мощность,Вт,/Теплица/Досветка/Карта/009/Контур/LED/Мощность/Вт
card,03,009,LED,Электрика,Ток_L1,/Теплица/Досветка/Карта/009/Контур/LED/Электрика/Ток_L1
card,03,009,LED,Электрика,Ток_L2,/Теплица/Досветка/Карта/009/Контур/LED/Электрика/Ток_L2
card,03,009,LED,Электрика,Ток_L3,/Теплица/Досветка/Карта/009/Контур/LED/Электрика/Ток_L3
card,03,009,LED,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/009/Контур/LED/Электрика/Коэффициент_мощности
card,03,009,LED,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/009/Контур/LED/Энергия/Прямая_активная_кВтч
card,03,009,HPS,Управление,Включено,/Теплица/Досветка/Карта/009/Контур/HPS/Управление/Включено
card,03,009,HPS,Управление,ШИМ,/Теплица/Досветка/Карта/009/Контур/HPS/Управление/ШИМ
card,03,009,HPS,Мощность,Вт,/Теплица/Досветка/Карта/009/Контур/HPS/Мощность/Вт
card,03,009,HPS,Электрика,Ток_L1,/Теплица/Досветка/Карта/009/Контур/HPS/Электрика/Ток_L1
card,03,009,HPS,Электрика,Ток_L2,/Теплица/Досветка/Карта/009/Контур/HPS/Электрика/Ток_L2
card,03,009,HPS,Электрика,Ток_L3,/Теплица/Досветка/Карта/009/Контур/HPS/Электрика/Ток_L3
card,03,009,HPS,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/009/Контур/HPS/Электрика/Коэффициент_мощности
card,03,009,HPS,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/009/Контур/HPS/Энергия/Прямая_активная_кВтч
card,03,010,LED,Управление,Включено,/Теплица/Досветка/Карта/010/Контур/LED/Управление/Включено
card,03,010,LED,Управление,ШИМ_A,/Теплица/Досветка/Карта/010/Контур/LED/Управление/ШИМ_A
card,03,010,LED,Управление,ШИМ_B,/Теплица/Досветка/Карта/010/Контур/LED/Управление/ШИМ_B
card,03,010,LED,Мощность,Вт,/Теплица/Досветка/Карта/010/Контур/LED/Мощность/Вт
card,03,010,LED,Электрика,Ток_L1,/Теплица/Досветка/Карта/010/Контур/LED/Электрика/Ток_L1
card,03,010,LED,Электрика,Ток_L2,/Теплица/Досветка/Карта/010/Контур/LED/Электрика/Ток_L2
card,03,010,LED,Электрика,Ток_L3,/Теплица/Досветка/Карта/010/Контур/LED/Электрика/Ток_L3
card,03,010,LED,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/010/Контур/LED/Электрика/Коэффициент_мощности
card,03,010,LED,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/010/Контур/LED/Энергия/Прямая_активная_кВтч
card,03,010,HPS,Управление,Включено,/Теплица/Досветка/Карта/010/Контур/HPS/Управление/Включено
card,03,010,HPS,Управление,ШИМ,/Теплица/Досветка/Карта/010/Контур/HPS/Управление/ШИМ
card,03,010,HPS,Мощность,Вт,/Теплица/Досветка/Карта/010/Контур/HPS/Мощность/Вт
card,03,010,HPS,Электрика,Ток_L1,/Теплица/Досветка/Карта/010/Контур/HPS/Электрика/Ток_L1
card,03,010,HPS,Электрика,Ток_L2,/Теплица/Досветка/Карта/010/Контур/HPS/Электрика/Ток_L2
card,03,010,HPS,Электрика,Ток_L3,/Теплица/Досветка/Карта/010/Контур/HPS/Электрика/Ток_L3
card,03,010,HPS,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/010/Контур/HPS/Электрика/Коэффициент_мощности
card,03,010,HPS,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/010/Контур/HPS/Энергия/Прямая_активная_кВтч
card,03,011,LED,Управление,Включено,/Теплица/Досветка/Карта/011/Контур/LED/Управление/Включено
card,03,011,LED,Управление,ШИМ_A,/Теплица/Досветка/Карта/011/Контур/LED/Управление/ШИМ_A
card,03,011,LED,Управление,ШИМ_B,/Теплица/Досветка/Карта/011/Контур/LED/Управление/ШИМ_B
card,03,011,LED,Мощность,Вт,/Теплица/Досветка/Карта/011/Контур/LED/Мощность/Вт
card,03,011,LED,Электрика,Ток_L1,/Теплица/Досветка/Карта/011/Контур/LED/Электрика/Ток_L1
card,03,011,LED,Электрика,Ток_L2,/Теплица/Досветка/Карта/011/Контур/LED/Электрика/Ток_L2
card,03,011,LED,Электрика,Ток_L3,/Теплица/Досветка/Карта/011/Контур/LED/Электрика/Ток_L3
card,03,011,LED,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/011/Контур/LED/Электрика/Коэффициент_мощности
card,03,011,LED,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/011/Контур/LED/Энергия/Прямая_активная_кВтч
card,03,011,HPS,Управление,Включено,/Теплица/Досветка/Карта/011/Контур/HPS/Управление/Включено
card,03,011,HPS,Управление,ШИМ,/Теплица/Досветка/Карта/011/Контур/HPS/Управление/ШИМ
card,03,011,HPS,Мощность,Вт,/Теплица/Досветка/Карта/011/Контур/HPS/Мощность/Вт
card,03,011,HPS,Электрика,Ток_L1,/Теплица/Досветка/Карта/011/Контур/HPS/Электрика/Ток_L1
card,03,011,HPS,Электрика,Ток_L2,/Теплица/Досветка/Карта/011/Контур/HPS/Электрика/Ток_L2
card,03,011,HPS,Электрика,Ток_L3,/Теплица/Досветка/Карта/011/Контур/HPS/Электрика/Ток_L3
card,03,011,HPS,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/011/Контур/HPS/Электрика/Коэффициент_мощности
card,03,011,HPS,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/011/Контур/HPS/Энергия/Прямая_активная_кВтч
cabinet,04,,,Общее,Авто_режим,/Теплица/Досветка/ЩД/04/Общее/Авто_режим
cabinet,04,,,Общее,Напряжение_L1,/Теплица/Досветка/ЩД/04/Общее/Напряжение_L1
cabinet,04,,,Общее,Напряжение_L2,/Теплица/Досветка/ЩД/04/Общее/Напряжение_L2
cabinet,04,,,Общее,Напряжение_L3,/Теплица/Досветка/ЩД/04/Общее/Напряжение_L3
cabinet,04,,,Общее,Частота,/Теплица/Досветка/ЩД/04/Общее/Частота
cabinet,04,,,Общее,Освещённость,/Теплица/Досветка/ЩД/04/Общее/Освещённость
cabinet,04,,,Общее,Температура,/Теплица/Досветка/ЩД/04/Общее/Температура
cabinet,04,,,Общее,Влажность,/Теплица/Досветка/ЩД/04/Общее/Влажность
cabinet,04,,,Общее,ИБП_Состояние_батареи,/Теплица/Досветка/ЩД/04/Общее/ИБП_Состояние_батареи
cabinet,04,,,Общее,ИБП_Заряд_проц,/Теплица/Досветка/ЩД/04/Общее/ИБП_Заряд_проц
card,04,012,LED,Управление,Включено,/Теплица/Досветка/Карта/012/Контур/LED/Управление/Включено
card,04,012,LED,Управление,ШИМ_A,/Теплица/Досветка/Карта/012/Контур/LED/Управление/ШИМ_A
card,04,012,LED,Управление,ШИМ_B,/Теплица/Досветка/Карта/012/Контур/LED/Управление/ШИМ_B
card,04,012,LED,Мощность,Вт,/Теплица/Досветка/Карта/012/Контур/LED/Мощность/Вт
card,04,012,LED,Электрика,Ток_L1,/Теплица/Досветка/Карта/012/Контур/LED/Электрика/Ток_L1
card,04,012,LED,Электрика,Ток_L2,/Теплица/Досветка/Карта/012/Контур/LED/Электрика/Ток_L2
card,04,012,LED,Электрика,Ток_L3,/Теплица/Досветка/Карта/012/Контур/LED/Электрика/Ток_L3
card,04,012,LED,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/012/Контур/LED/Электрика/Коэффициент_мощности
card,04,012,LED,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/012/Контур/LED/Энергия/Прямая_активная_кВтч
card,04,012,HPS,Управление,Включено,/Теплица/Досветка/Карта/012/Контур/HPS/Управление/Включено
card,04,012,HPS,Управление,ШИМ,/Теплица/Досветка/Карта/012/Контур/HPS/Управление/ШИМ
card,04,012,HPS,Мощность,Вт,/Теплица/Досветка/Карта/012/Контур/HPS/Мощность/Вт
card,04,012,HPS,Электрика,Ток_L1,/Теплица/Досветка/Карта/012/Контур/HPS/Электрика/Ток_L1
card,04,012,HPS,Электрика,Ток_L2,/Теплица/Досветка/Карта/012/Контур/HPS/Электрика/Ток_L2
card,04,012,HPS,Электрика,Ток_L3,/Теплица/Досветка/Карта/012/Контур/HPS/Электрика/Ток_L3
card,04,012,HPS,Электрика,Коэффициент_мощности,/Теплица/Досветка/Карта/012/Контур/HPS/Электрика/Коэффициент_мощности
card,04,012,HPS,Энергия,Прямая_активная_кВтч,/Теплица/Досветка/Карта/012/Контур/HPS/Энергия/Прямая_активная_кВтч
